"student_id","date","program","location","score_reading","score_writing","score_mathNoCalc","score_mathCalc"
948174,2023-08-15,"intake","center",526,47,317,595
948174,2023-09-27,"skills","center",543,48,342,659
948177,2023-08-15,"intake","center",623,51,678,498
948177,2023-09-27,"skills","center",630,52,710,511
948181,2023-08-15,"intake","center",599,31,493,477
948181,2023-10-04,"skills","center",602,31,509,491
948184,2023-08-15,"intake","center",785,54,651,537
948195,2023-08-15,"intake","center",374,39,385,670
948195,2023-10-04,"skills","center",371,39,384,680
948205,2023-08-15,"intake","center",660,56,420,540
948205,2023-09-30,"skills","center",690,59,450,579
948207,2023-08-15,"intake","center",638,43,431,571
948207,2023-09-28,"skills","center",653,44,448,591
948214,2023-08-15,"intake","center",651,56,646,694
948214,2023-10-03,"skills","center",657,57,676,711
948235,2023-08-15,"intake","center",641,49,432,509
948235,2023-09-28,"skills","center",649,50,449,523
948238,2023-08-15,"intake","center",485,54,468,683
948238,2023-10-03,"skills","center",487,55,484,697
948239,2023-08-15,"intake","center",597,38,698,711
948239,2023-10-01,"skills","center",615,40,765,777
948259,2023-08-15,"intake","center",764,47,419,614
948259,2023-09-30,"skills","center",783,48,420,625
948267,2023-08-15,"intake","center",495,58,694,666
948267,2023-09-30,"skills","center",508,59,723,688
948268,2023-08-15,"intake","center",459,41,365,406
948268,2023-10-01,"skills","center",479,44,394,431
948271,2023-08-15,"intake","center",620,51,701,697
948271,2023-10-03,"skills","center",627,52,727,720
948273,2023-08-15,"intake","center",709,48,707,634
948273,2023-09-27,"skills","center",697,49,718,635
948278,2023-08-15,"intake","center",462,23,678,676
948278,2023-10-03,"skills","center",476,24,728,735
948279,2023-08-15,"intake","center",626,28,365,512
948279,2023-09-30,"skills","center",624,28,377,514
948287,2023-08-15,"intake","center",572,29,482,497
948287,2023-09-29,"skills","center",595,31,520,528
948292,2023-08-15,"intake","center",370,72,280,538
948292,2023-10-03,"skills","center",380,75,303,581
948295,2023-08-15,"intake","center",465,55,694,795
948300,2023-08-15,"intake","center",524,65,495,324
948300,2023-10-05,"skills","center",527,65,512,327
948314,2023-08-15,"intake","center",673,77,554,632
948314,2023-09-29,"skills","center",697,81,599,671
948316,2023-08-15,"intake","center",521,47,426,570
948316,2023-10-01,"skills","center",522,48,440,592
948322,2023-08-15,"intake","center",527,40,618,466
948322,2023-09-26,"skills","center",549,42,652,496
948323,2023-08-15,"intake","center",781,75,508,537
948323,2023-10-03,"skills","center",787,76,527,553
948329,2023-08-15,"intake","center",592,40,715,306
948329,2023-10-02,"skills","center",619,42,768,329
948330,2023-08-15,"intake","center",607,57,653,360
948330,2023-10-01,"skills","center",625,59,712,390
948331,2023-08-15,"intake","center",652,21,366,501
948331,2023-10-01,"skills","center",680,22,396,531
948332,2023-08-15,"intake","center",573,62,608,623
948332,2023-10-04,"skills","center",577,64,624,649
948354,2023-08-15,"intake","center",602,63,423,472
948354,2023-09-28,"skills","center",605,64,433,480
948364,2023-08-15,"intake","center",557,40,575,248
948364,2023-10-02,"skills","center",560,40,595,251
948366,2023-08-15,"intake","center",645,45,464,479
948366,2023-10-04,"skills","center",651,47,505,525
948367,2023-08-15,"intake","center",721,61,671,367
948367,2023-10-01,"skills","center",732,63,747,405
948370,2023-08-15,"intake","center",430,31,692,633
948370,2023-09-30,"skills","center",430,31,706,644
948374,2023-08-15,"intake","center",494,38,316,516
948374,2023-10-02,"skills","center",506,39,348,555
948377,2023-08-15,"intake","center",580,52,183,457
948377,2023-10-02,"skills","center",598,56,197,486
948379,2023-08-15,"intake","center",488,25,584,553
948379,2023-10-01,"skills","center",504,26,645,611
948401,2023-08-15,"intake","center",507,42,336,420
948401,2023-09-25,"skills","center",526,44,351,433
948405,2023-08-15,"intake","center",658,16,319,556
948405,2023-09-30,"skills","center",671,16,332,576
948415,2023-08-15,"intake","center",590,57,440,716
948415,2023-10-02,"skills","center",625,59,470,752
948419,2023-08-15,"intake","center",471,36,313,482
948419,2023-10-03,"skills","center",483,37,343,522
948424,2023-08-15,"intake","center",640,26,340,463
948424,2023-10-04,"skills","center",668,27,370,509
948429,2023-08-15,"intake","center",724,46,455,660
948429,2023-09-30,"skills","center",738,48,467,687
948444,2023-08-15,"intake","center",519,38,501,668
948444,2023-10-03,"skills","center",541,40,540,717
948469,2023-08-15,"intake","center",566,63,472,576
948469,2023-09-30,"skills","center",597,67,507,608
948471,2023-08-15,"intake","center",616,56,294,598
948471,2023-10-05,"skills","center",629,57,307,618
948486,2023-08-15,"intake","center",657,27,308,563
948486,2023-10-01,"skills","center",683,29,332,603
948495,2023-08-15,"intake","center",692,53,438,441
948495,2023-10-05,"skills","center",731,56,464,468
948496,2023-08-15,"intake","center",660,45,324,255
948496,2023-09-29,"skills","center",678,47,352,278
948499,2023-08-15,"intake","center",516,53,703,503
948499,2023-10-04,"skills","center",523,55,728,515
948501,2023-08-15,"intake","center",497,77,310,605
948501,2023-09-29,"skills","center",516,82,332,644
948502,2023-08-15,"intake","center",493,32,307,636
948502,2023-09-28,"skills","center",494,32,318,646
948507,2023-08-15,"intake","center",475,61,399,530
948507,2023-09-28,"skills","center",487,63,438,582
948510,2023-08-15,"intake","center",653,48,601,474
948510,2023-10-02,"skills","center",676,50,655,508
948520,2023-08-15,"intake","center",446,46,539,466
948520,2023-09-30,"skills","center",451,48,565,479
948533,2023-08-15,"intake","center",641,42,655,724
948533,2023-09-30,"skills","center",654,43,721,777
948535,2023-08-15,"intake","center",653,38,231,591
948535,2023-09-30,"skills","center",661,39,241,616
948537,2023-08-15,"intake","center",568,58,413,744
948537,2023-10-04,"skills","center",594,61,432,783
948550,2023-08-15,"intake","center",496,24,735,598
948550,2023-10-02,"skills","center",499,24,744,601
948559,2023-08-15,"intake","center",632,25,410,655
948559,2023-10-03,"skills","center",625,25,423,669
948565,2023-08-15,"intake","center",732,46,691,207
948565,2023-09-29,"skills","center",773,48,743,217
948573,2023-08-15,"intake","center",657,60,198,611
948573,2023-10-01,"skills","center",679,61,216,661
948580,2023-08-15,"intake","center",607,43,294,703
948580,2023-09-30,"skills","center",617,44,302,722
948581,2023-08-15,"intake","center",502,17,402,536
948581,2023-10-02,"skills","center",511,18,417,553
948590,2023-08-15,"intake","center",679,57,456,619
948590,2023-09-26,"skills","center",677,57,473,626
948592,2023-08-15,"intake","center",624,36,291,375
948592,2023-10-01,"skills","center",634,37,321,401
948602,2023-08-15,"intake","center",626,43,421,480
948602,2023-10-04,"skills","center",642,44,433,492
948606,2023-08-15,"intake","center",354,53,420,537
948606,2023-10-02,"skills","center",372,57,457,566
948614,2023-08-15,"intake","center",583,21,393,502
948614,2023-10-06,"skills","center",594,22,426,543
948622,2023-08-15,"intake","center",618,60,315,668
948622,2023-09-29,"skills","center",643,63,339,705
948627,2023-08-15,"intake","center",587,78,704,617
948627,2023-09-29,"skills","center",599,79,740,631
948632,2023-08-15,"intake","center",467,45,768,762
948632,2023-10-07,"skills","center",475,45,795,788
948634,2023-08-15,"intake","center",485,36,356,478
948634,2023-09-28,"skills","center",492,35,369,493
948636,2023-08-15,"intake","center",501,80,282,755
948636,2023-10-03,"skills","center",512,83,294,774
948648,2023-08-15,"intake","center",687,42,391,692
948648,2023-10-02,"skills","center",670,43,401,718
948650,2023-08-15,"intake","center",429,75,681,498
948650,2023-09-29,"skills","center",448,76,755,547
948659,2023-08-15,"intake","center",749,43,741,590
948659,2023-09-28,"skills","center",789,46,791,630
948667,2023-08-15,"intake","center",737,36,385,707
948667,2023-10-01,"skills","center",749,38,421,782
948669,2023-08-15,"intake","center",436,43,254,567
948669,2023-09-30,"skills","center",439,45,279,621
948681,2023-08-15,"intake","center",529,17,337,618
948681,2023-09-30,"skills","center",533,17,339,633
948683,2023-08-15,"intake","center",435,37,280,494
948683,2023-09-29,"skills","center",453,39,299,530
948684,2023-08-15,"intake","center",637,53,375,640
948684,2023-09-28,"skills","center",647,54,412,704
948693,2023-08-15,"intake","center",477,42,450,616
948693,2023-10-02,"skills","center",486,44,493,668
948699,2023-08-15,"intake","center",625,43,417,501
948699,2023-10-01,"skills","center",628,45,469,540
948718,2023-08-15,"intake","center",691,34,345,391
948718,2023-09-26,"skills","center",723,36,369,412
948723,2023-08-15,"intake","center",545,48,543,367
948723,2023-10-01,"skills","center",566,49,601,404
948729,2023-08-15,"intake","center",448,42,706,295
948729,2023-10-02,"skills","center",473,44,741,310
948733,2023-08-15,"intake","center",660,51,572,501
948733,2023-09-30,"skills","center",664,51,582,508
948738,2023-08-15,"intake","center",537,53,695,656
948738,2023-10-02,"skills","center",552,55,720,668
948751,2023-08-15,"intake","center",480,36,587,712
948751,2023-09-29,"skills","center",498,37,630,752
948759,2023-08-15,"intake","center",577,51,258,583
948759,2023-09-29,"skills","center",578,51,260,584
948761,2023-08-15,"intake","center",664,74,378,616
948761,2023-10-06,"skills","center",657,75,388,637
948769,2023-08-15,"intake","center",689,36,709,710
948769,2023-10-01,"skills","center",719,38,756,752
948772,2023-08-15,"intake","center",466,40,419,371
948772,2023-10-02,"skills","center",479,41,468,405
948787,2023-08-15,"intake","center",615,32,655,361
948787,2023-09-25,"skills","center",638,32,736,391
948793,2023-08-15,"intake","center",523,68,504,609
948793,2023-10-02,"skills","center",523,70,550,659
948805,2023-08-15,"intake","center",728,59,618,620
948805,2023-09-26,"skills","center",735,59,626,625
948823,2023-08-15,"intake","center",722,67,627,665
948823,2023-10-02,"skills","center",744,68,653,690
948832,2023-08-15,"intake","center",556,62,630,604
948832,2023-09-28,"skills","center",568,65,688,657
948836,2023-08-15,"intake","center",646,57,653,396
948836,2023-10-05,"skills","center",671,59,682,414
948862,2023-08-15,"intake","center",599,58,502,634
948862,2023-10-01,"skills","center",610,60,520,645
948864,2023-08-15,"intake","center",653,63,708,442
948864,2023-09-28,"skills","center",688,67,749,472
948865,2023-08-15,"intake","center",598,55,522,538
948865,2023-10-04,"skills","center",621,56,547,543
948872,2023-08-15,"intake","center",789,37,196,383
948872,2023-09-30,"skills","center",795,37,200,384
948873,2023-08-15,"intake","center",577,42,418,487
948873,2023-10-03,"skills","center",605,43,461,537
948874,2023-08-15,"intake","center",412,29,644,598
948874,2023-10-06,"skills","center",435,31,683,653
948875,2023-08-15,"intake","center",585,35,330,629
948875,2023-10-07,"skills","center",582,34,341,645
948883,2023-08-15,"intake","center",652,57,667,523
948883,2023-10-02,"skills","center",650,57,688,543
948895,2023-08-15,"intake","center",637,48,534,460
948895,2023-09-30,"skills","center",657,51,578,507
948906,2023-08-15,"intake","center",653,65,445,240
948906,2023-09-24,"skills","center",672,67,460,248
948909,2023-08-15,"intake","center",616,39,400,642
948909,2023-10-05,"skills","center",613,39,409,654
948913,2023-08-15,"intake","center",678,40,349,479
948913,2023-09-30,"skills","center",690,41,390,527
948929,2023-08-15,"intake","center",737,43,674,550
948929,2023-09-28,"skills","center",765,46,718,588
948931,2023-08-15,"intake","center",687,60,455,437
948931,2023-10-02,"skills","center",692,62,478,451
948937,2023-08-15,"intake","center",537,55,349,688
948937,2023-10-01,"skills","center",560,57,370,736
948941,2023-08-15,"intake","center",751,35,724,313
948941,2023-10-05,"skills","center",754,35,734,320
948955,2023-08-15,"intake","center",661,57,418,627
948955,2023-09-26,"skills","center",677,58,427,655
948963,2023-08-15,"intake","center",594,65,385,681
948963,2023-10-06,"skills","center",608,67,406,706
948964,2023-08-15,"intake","center",756,46,191,651
948964,2023-10-03,"skills","center",775,49,201,694
948970,2023-08-15,"intake","center",696,39,576,342
948970,2023-10-08,"skills","center",708,40,582,347
948980,2023-08-15,"intake","center",523,46,304,571
948980,2023-10-03,"skills","center",529,47,314,591
948985,2023-08-15,"intake","center",680,54,611,408
948985,2023-10-01,"skills","center",697,55,662,445
949006,2023-08-15,"intake","center",588,56,395,704
949006,2023-10-04,"skills","center",601,58,409,718
949009,2023-08-15,"intake","center",515,66,363,693
949009,2023-09-28,"skills","center",533,69,383,749
949011,2023-08-15,"intake","center",433,56,235,636
949011,2023-09-28,"skills","center",444,59,257,694
949014,2023-08-15,"intake","center",672,63,651,544
949014,2023-10-01,"skills","center",682,65,674,561
949028,2023-08-15,"intake","center",433,79,573,406
949028,2023-10-03,"skills","center",445,81,631,443
949031,2023-08-15,"intake","center",550,29,445,664
949031,2023-09-29,"skills","center",575,30,475,717
949042,2023-08-15,"intake","center",706,55,338,426
949042,2023-10-01,"skills","center",715,56,351,435
949043,2023-08-15,"intake","center",591,65,411,356
949043,2023-10-03,"skills","center",617,70,438,367
949047,2023-08-15,"intake","center",706,50,330,483
949047,2023-09-29,"skills","center",721,50,338,500
949056,2023-08-15,"intake","center",791,35,315,651
949056,2023-09-30,"skills","center",797,36,323,658
949057,2023-08-15,"intake","center",739,40,621,446
949057,2023-09-28,"skills","center",746,41,654,462
949058,2023-08-15,"intake","center",509,31,475,762
949058,2023-09-30,"skills","center",510,32,490,770
949060,2023-08-15,"intake","center",688,81,308,654
949060,2023-09-29,"skills","center",713,85,331,702
949062,2023-08-15,"intake","center",512,52,508,689
949062,2023-10-03,"skills","center",530,53,562,749
949068,2023-08-15,"intake","center",486,51,420,566
949068,2023-10-01,"skills","center",498,53,465,627
949070,2023-08-15,"intake","center",796,63,682,653
949077,2023-08-15,"intake","center",712,32,597,585
949077,2023-10-03,"skills","center",744,33,632,611
949080,2023-08-15,"intake","center",444,33,518,644
949080,2023-10-04,"skills","center",458,34,562,717
949084,2023-08-15,"intake","center",609,61,465,776
949088,2023-08-15,"intake","center",623,36,371,626
949088,2023-10-03,"skills","center",626,38,400,679
949094,2023-08-15,"intake","center",610,53,427,233
949094,2023-10-02,"skills","center",645,56,456,250
949100,2023-08-15,"intake","center",412,54,373,457
949100,2023-09-29,"skills","center",421,56,408,497
949105,2023-08-15,"intake","center",540,41,363,646
949105,2023-10-03,"skills","center",555,43,398,711
949106,2023-08-15,"intake","center",595,53,638,623
949106,2023-09-26,"skills","center",600,53,637,630
949108,2023-08-15,"intake","center",640,61,457,597
949108,2023-10-02,"skills","center",663,64,486,633
949121,2023-08-15,"intake","center",425,45,657,721
949121,2023-10-04,"skills","center",443,48,697,755
949123,2023-08-15,"intake","center",540,48,567,629
949123,2023-10-05,"skills","center",557,50,625,681
949124,2023-08-15,"intake","center",621,53,616,433
949124,2023-10-03,"skills","center",648,56,643,464
949137,2023-08-15,"intake","center",605,33,291,535
949137,2023-09-27,"skills","center",597,33,291,533
949145,2023-08-15,"intake","center",459,30,473,498
949145,2023-09-30,"skills","center",464,32,516,544
949146,2023-08-15,"intake","center",623,30,204,429
949146,2023-10-01,"skills","center",655,31,217,439
949154,2023-08-15,"intake","center",518,42,700,588
949154,2023-10-02,"skills","center",517,42,714,602
949175,2023-08-15,"intake","center",666,56,366,719
949175,2023-09-30,"skills","center",674,56,375,721
949183,2023-08-15,"intake","center",438,79,482,699
949183,2023-10-06,"skills","center",452,81,510,747
949185,2023-08-15,"intake","center",654,61,376,140
949185,2023-10-03,"skills","center",664,64,415,155
949193,2023-08-15,"intake","center",626,37,549,555
949193,2023-10-05,"skills","center",623,38,557,552
949196,2023-08-15,"intake","center",735,53,394,648
949196,2023-09-30,"skills","center",751,56,431,697
949203,2023-08-15,"intake","center",683,46,354,714
949203,2023-10-13,"skills","center",686,45,360,741
949204,2023-08-15,"intake","center",649,46,189,697
949204,2023-09-28,"skills","center",679,49,201,739
949211,2023-08-15,"intake","center",754,38,611,548
949211,2023-10-02,"skills","center",765,38,638,562
949220,2023-08-15,"intake","center",448,56,367,590
949220,2023-09-28,"skills","center",437,57,367,608
949224,2023-08-15,"intake","center",483,52,418,665
949224,2023-10-03,"skills","center",496,54,456,721
949227,2023-08-15,"intake","center",480,63,724,493
949227,2023-09-23,"skills","center",507,66,773,532
949230,2023-08-15,"intake","center",740,22,664,333
949230,2023-10-04,"skills","center",751,22,677,340
949253,2023-08-15,"intake","center",553,26,267,601
949253,2023-10-03,"skills","center",569,26,296,664
949258,2023-08-15,"intake","center",633,64,185,438
949258,2023-09-30,"skills","center",657,66,204,482
949259,2023-08-15,"intake","center",631,59,678,558
949259,2023-10-04,"skills","center",661,63,728,581
949261,2023-08-15,"intake","center",595,45,740,730
949265,2023-08-15,"intake","center",769,50,408,328
949265,2023-10-01,"skills","center",764,50,416,326
949269,2023-08-15,"intake","center",772,36,403,701
949269,2023-10-02,"skills","center",783,36,423,711
949282,2023-08-15,"intake","center",610,42,410,555
949282,2023-09-30,"skills","center",614,43,441,611
949291,2023-08-15,"intake","center",503,62,637,581
949291,2023-10-01,"skills","center",509,62,640,597
949309,2023-08-15,"intake","center",588,49,397,523
949309,2023-10-06,"skills","center",599,49,404,546
949349,2023-08-15,"intake","center",274,67,418,488
949349,2023-10-07,"skills","center",284,69,443,521
949364,2023-08-15,"intake","center",471,38,209,274
949364,2023-10-04,"skills","center",484,39,229,306
949368,2023-08-15,"intake","center",610,52,397,512
949368,2023-09-30,"skills","center",642,55,420,539
949375,2023-08-15,"intake","center",326,62,675,479
949375,2023-10-02,"skills","center",337,65,736,521
949385,2023-08-15,"intake","center",585,45,562,385
949385,2023-09-29,"skills","center",606,48,603,411
949399,2023-08-15,"intake","center",599,54,642,648
949399,2023-10-02,"skills","center",633,57,687,682
949401,2023-08-15,"intake","center",607,54,422,695
949401,2023-09-30,"skills","center",619,55,437,734
949404,2023-08-15,"intake","center",739,57,394,555
949404,2023-09-27,"skills","center",726,57,397,564
949407,2023-08-15,"intake","center",721,57,279,554
949407,2023-10-02,"skills","center",714,57,286,555
949417,2023-08-15,"intake","center",670,8,671,388
949417,2023-09-27,"skills","center",698,9,716,412
949427,2023-08-15,"intake","center",579,17,584,384
949427,2023-10-04,"skills","center",592,18,643,414
949430,2023-08-15,"intake","center",638,46,529,394
949430,2023-09-29,"skills","center",645,48,583,424
949431,2023-08-15,"intake","center",766,72,339,560
949431,2023-10-05,"skills","center",784,75,362,593
949441,2023-08-15,"intake","center",673,40,409,561
949441,2023-10-04,"skills","center",690,41,419,579
949442,2023-08-15,"intake","center",569,68,470,404
949442,2023-09-30,"skills","center",571,71,524,439
949443,2023-08-15,"intake","center",488,59,761,569
949443,2023-09-30,"skills","center",494,61,787,585
949453,2023-08-15,"intake","center",652,70,446,613
949453,2023-10-02,"skills","center",693,73,472,646
949455,2023-08-15,"intake","center",748,26,316,769
949463,2023-08-15,"intake","center",578,67,535,85
949463,2023-09-28,"skills","center",583,69,591,94
949471,2023-08-15,"intake","center",600,44,689,594
949471,2023-09-30,"skills","center",622,46,759,646
949481,2023-08-15,"intake","center",736,63,237,630
949481,2023-10-02,"skills","center",737,64,251,653
949489,2023-08-15,"intake","center",588,12,722,568
949489,2023-10-01,"skills","center",599,12,753,587
949493,2023-08-15,"intake","center",411,97,505,447
949493,2023-09-27,"skills","center",405,100,516,458
949500,2023-08-15,"intake","center",504,71,454,379
949500,2023-09-30,"skills","center",522,73,499,421
949502,2023-08-15,"intake","center",608,61,651,255
949502,2023-10-07,"skills","center",600,61,655,258
949510,2023-08-15,"intake","center",556,31,600,498
949510,2023-10-04,"skills","center",559,31,617,515
949512,2023-08-15,"intake","center",615,51,503,689
949512,2023-10-03,"skills","center",634,52,552,755
949515,2023-08-15,"intake","center",679,33,605,610
949515,2023-10-05,"skills","center",722,35,649,663
949529,2023-08-15,"intake","center",629,43,650,675
949529,2023-10-03,"skills","center",636,44,675,699
949549,2023-08-15,"intake","center",507,48,334,774
949555,2023-08-15,"intake","center",524,41,637,405
949555,2023-10-01,"skills","center",529,40,645,407
949564,2023-08-15,"intake","center",555,38,573,365
949564,2023-10-01,"skills","center",560,39,586,374
949571,2023-08-15,"intake","center",717,34,710,599
949571,2023-09-25,"skills","center",740,36,743,643
949576,2023-08-15,"intake","center",709,50,363,516
949576,2023-09-29,"skills","center",726,53,389,551
949578,2023-08-15,"intake","center",703,43,314,632
949578,2023-09-25,"skills","center",727,44,328,649
949600,2023-08-15,"intake","center",506,32,310,623
949600,2023-10-02,"skills","center",513,33,340,678
949607,2023-08-15,"intake","center",699,54,474,518
949607,2023-09-27,"skills","center",710,56,511,566
949610,2023-08-15,"intake","center",540,40,386,569
949610,2023-09-24,"skills","center",545,40,401,582
949625,2023-08-15,"intake","center",372,54,344,335
949625,2023-09-27,"skills","center",380,55,383,365
949630,2023-08-15,"intake","center",670,53,666,773
949630,2023-09-25,"skills","center",666,54,679,798
949638,2023-08-15,"intake","center",475,61,364,562
949638,2023-09-26,"skills","center",498,64,389,595
949641,2023-08-15,"intake","center",626,61,709,502
949641,2023-09-29,"skills","center",631,61,720,506
949643,2023-08-15,"intake","center",722,61,452,612
949643,2023-09-30,"skills","center",726,62,467,615
949648,2023-08-15,"intake","center",558,51,446,522
949648,2023-10-02,"skills","center",569,52,461,541
949653,2023-08-15,"intake","center",482,32,671,588
949653,2023-09-30,"skills","center",495,34,710,626
949669,2023-08-15,"intake","center",647,40,275,230
949669,2023-09-30,"skills","center",681,40,300,248
949670,2023-08-15,"intake","center",789,55,441,551
949670,2023-10-03,"skills","center",771,55,448,558
949679,2023-08-15,"intake","center",631,47,464,583
949679,2023-09-28,"skills","center",645,47,516,646
949703,2023-08-15,"intake","center",507,48,379,735
949706,2023-08-15,"intake","center",594,74,524,578
949706,2023-10-06,"skills","center",600,76,581,629
949717,2023-08-15,"intake","center",584,51,323,638
949717,2023-10-05,"skills","center",611,53,360,692
949720,2023-08-15,"intake","center",785,54,557,632
949723,2023-08-15,"intake","center",483,52,493,507
949723,2023-09-27,"skills","center",485,53,509,509
949730,2023-08-15,"intake","center",758,64,572,664
949730,2023-10-01,"skills","center",772,67,636,718
949733,2023-08-15,"intake","center",739,55,540,758
949733,2023-09-29,"skills","center",759,57,551,796
949742,2023-08-15,"intake","center",549,83,395,518
949742,2023-10-09,"skills","center",560,84,402,540
949750,2023-08-15,"intake","center",710,88,668,680
949750,2023-09-29,"skills","center",716,89,693,692
949755,2023-08-15,"intake","center",432,59,462,550
949755,2023-09-30,"skills","center",431,60,475,560
949760,2023-08-15,"intake","center",414,44,207,526
949760,2023-10-04,"skills","center",416,44,210,536
949762,2023-08-15,"intake","center",562,74,386,525
949762,2023-10-02,"skills","center",576,77,420,578
949770,2023-08-15,"intake","center",403,70,362,602
949770,2023-10-03,"skills","center",423,74,389,641
949771,2023-08-15,"intake","center",538,59,464,520
949771,2023-10-04,"skills","center",568,63,496,549
949783,2023-08-15,"intake","center",662,54,384,679
949783,2023-10-09,"skills","center",680,55,429,740
949786,2023-08-15,"intake","center",626,43,417,455
949786,2023-09-28,"skills","center",619,44,425,463
949788,2023-08-15,"intake","center",576,65,696,712
949788,2023-10-04,"skills","center",593,70,748,756
949789,2023-08-15,"intake","center",593,45,762,435
949792,2023-08-15,"intake","center",533,61,283,464
949792,2023-10-01,"skills","center",552,63,303,495
949806,2023-08-15,"intake","center",670,42,490,581
949806,2023-09-30,"skills","center",681,44,532,644
949808,2023-08-15,"intake","center",483,64,337,446
949808,2023-10-03,"skills","center",492,66,347,458
949809,2023-08-15,"intake","center",554,76,670,386
949809,2023-10-02,"skills","center",566,76,697,390
949811,2023-08-15,"intake","center",736,43,328,518
949811,2023-10-05,"skills","center",753,45,352,549
949814,2023-08-15,"intake","center",750,59,377,442
949814,2023-10-03,"skills","center",758,60,388,449
949819,2023-08-15,"intake","center",699,43,607,525
949819,2023-10-01,"skills","center",734,45,650,566
949825,2023-08-15,"intake","center",549,49,719,271
949825,2023-09-27,"skills","center",583,52,766,289
949832,2023-08-15,"intake","center",664,48,667,548
949832,2023-10-05,"skills","center",662,48,685,558
949852,2023-08-15,"intake","center",538,38,594,135
949852,2023-10-05,"skills","center",547,39,606,139
949855,2023-08-15,"intake","center",569,50,318,221
949855,2023-10-06,"skills","center",580,52,346,240
949858,2023-08-15,"intake","center",487,72,679,270
949858,2023-10-05,"skills","center",479,73,686,271
949864,2023-08-15,"intake","center",613,54,219,570
949864,2023-09-28,"skills","center",624,57,236,625
949870,2023-08-15,"intake","center",658,62,753,466
949870,2023-09-27,"skills","center",663,62,751,469
949872,2023-10-06,"skills","center",668,75,388,798
949877,2023-08-15,"intake","center",465,78,218,708
949877,2023-10-03,"skills","center",490,81,234,757
949878,2023-08-15,"intake","center",656,49,677,468
949878,2023-09-27,"skills","center",693,50,737,492
949888,2023-08-15,"intake","center",596,65,196,430
949888,2023-09-28,"skills","center",611,66,215,471
949891,2023-08-15,"intake","center",554,30,479,531
949891,2023-10-03,"skills","center",589,32,505,564
949903,2023-08-15,"intake","center",520,63,647,618
949903,2023-09-29,"skills","center",513,63,655,632
949907,2023-08-15,"intake","center",567,41,485,654
949907,2023-10-01,"skills","center",584,41,518,717
949909,2023-08-15,"intake","center",570,42,585,587
949909,2023-10-05,"skills","center",593,45,621,620
949914,2023-08-15,"intake","center",565,78,382,350
949914,2023-10-02,"skills","center",588,84,405,368
949915,2023-08-15,"intake","center",722,61,692,767
949915,2023-09-28,"skills","center",733,62,722,787
949922,2023-08-15,"intake","center",555,41,378,234
949922,2023-10-01,"skills","center",552,41,379,240
949928,2023-08-15,"intake","center",557,64,634,584
949928,2023-10-01,"skills","center",585,68,663,626
949934,2023-08-15,"intake","center",795,49,358,484
949942,2023-08-15,"intake","center",619,36,224,654
949942,2023-10-04,"skills","center",642,37,246,719
949959,2023-08-15,"intake","center",539,64,516,703
949959,2023-09-27,"skills","center",558,67,569,777
949963,2023-08-15,"intake","center",620,64,681,450
949963,2023-10-05,"skills","center",625,66,701,459
949969,2023-08-15,"intake","center",730,30,401,668
949969,2023-10-02,"skills","center",720,29,402,666
949972,2023-08-15,"intake","center",476,15,234,584
949972,2023-10-02,"skills","center",496,15,258,628
949985,2023-08-15,"intake","center",632,40,317,656
949985,2023-09-28,"skills","center",640,41,328,675
949987,2023-08-15,"intake","center",598,30,344,498
949987,2023-10-01,"skills","center",612,31,351,520
949993,2023-08-15,"intake","center",453,34,560,394
949993,2023-09-26,"skills","center",466,35,613,431
949997,2023-08-15,"intake","center",535,43,249,482
949997,2023-10-02,"skills","center",548,44,272,531
950002,2023-08-15,"intake","center",505,46,666,758
950007,2023-08-15,"intake","center",546,33,706,565
950007,2023-10-02,"skills","center",566,35,742,598
950008,2023-08-15,"intake","center",465,56,316,410
950008,2023-10-05,"skills","center",481,58,353,446
950013,2023-08-15,"intake","center",520,64,333,386
950013,2023-10-02,"skills","center",558,67,357,406
950019,2023-08-15,"intake","center",749,76,633,776
950021,2023-08-15,"intake","center",478,50,357,616
950021,2023-10-02,"skills","center",497,52,381,660
950026,2023-08-15,"intake","center",578,53,464,446
950026,2023-10-05,"skills","center",570,52,471,443
950030,2023-08-15,"intake","center",432,61,693,502
950030,2023-09-29,"skills","center",452,64,739,536
950039,2023-08-15,"intake","center",488,27,412,438
950039,2023-09-30,"skills","center",504,28,457,477
950057,2023-08-15,"intake","center",629,66,422,503
950057,2023-09-28,"skills","center",651,69,452,546
950062,2023-08-15,"intake","center",597,64,687,577
950062,2023-10-03,"skills","center",612,65,763,641
950067,2023-08-15,"intake","center",675,58,426,688
950067,2023-09-30,"skills","center",682,58,433,699
950071,2023-08-15,"intake","center",589,38,484,413
950071,2023-10-05,"skills","center",612,40,514,436
950096,2023-08-15,"intake","center",662,78,750,632
950096,2023-09-29,"skills","center",665,79,775,649
950098,2023-08-15,"intake","center",441,48,637,420
950098,2023-10-05,"skills","center",445,48,646,427
950101,2023-08-15,"intake","center",547,59,353,625
950101,2023-09-30,"skills","center",556,60,365,646
950103,2023-08-15,"intake","center",469,81,258,286
950103,2023-09-29,"skills","center",474,82,267,293
950112,2023-08-15,"intake","center",680,38,706,457
950112,2023-09-29,"skills","center",702,40,753,496
950125,2023-08-15,"intake","center",544,27,318,580
950125,2023-10-06,"skills","center",556,27,346,634
950128,2023-08-15,"intake","center",640,28,585,672
